===============================================================================
G-WAN ab.c ApacheBench wrapper, http://gwan.ch/source/ab.c.txt
-------------------------------------------------------------------------------
Machine: 1 x 2-Core CPU(s) Intel(R) Core(TM) i7-3517U CPU @ 1.90GHz
RAM: 2.35/3.75 (Free/Total, in GB)
Linux x86_64 v#1 SMP PREEMPT Sun Aug 26 09:14:51 CEST 2012 3.5.3-1-ARCH
Arch Linux \r (\l)

> Collecting CPU/RAM stats for server 'python3': 1 process(es)
pid[0]:11692 RAM: 13.98 MB
 
weighttp -n 1000000 -c [0-1000 step:10 rounds:1] -t 2 -k "http://127.0.0.1:8000/hello_redis_light"

  Client           Requests per second               CPU
-----------  -------------------------------  ----------------  -------
Concurrency     min        ave        max      user     kernel   MB RAM
-----------  ---------  ---------  ---------  -------  -------  -------
       920,      4934,      4934,      4934,     141,       7,   25.46
       930,      5621,      5621,      5621,     137,      11,   25.46
       940,      5256,      5256,      5256,     140,      10,   25.97
       950,      3048,      3048,      3048,     139,       7,   26.23
       960,      6989,      6989,      6989,     138,      11,   26.23
       970,      4655,      4655,      4655,     138,       8,   26.23
       980,      4510,      4510,      4510,     139,       8,   26.49
       990,      5151,      5151,      5151,     140,      10,   26.49
      1000,       171,       171,       171,      64,       5,   26.75
-------------------------------------------------------------------------------
min:569838   avg:569838   max:569838 Time:251 second(s) [00:04:11]
-------------------------------------------------------------------------------
CPU jiffies:   user:14701   kernel:1139   total:15840 
