===============================================================================
G-WAN ab.c ApacheBench wrapper, http://gwan.ch/source/ab.c.txt
-------------------------------------------------------------------------------
Machine: 1 x 2-Core CPU(s) Intel(R) Core(TM) i7-3517U CPU @ 1.90GHz
RAM: 1.74/3.75 (Free/Total, in GB)
Linux x86_64 v#1 SMP PREEMPT Sun Aug 26 09:14:51 CEST 2012 3.5.3-1-ARCH
Arch Linux \r (\l)

> Collecting CPU/RAM stats for server 'python3': 1 process(es)
pid[0]:14690 RAM: 14.73 MB
 
weighttp -n 1000000 -c [0-1000 step:10 rounds:1] -t 2 -k "http://127.0.0.1:8000/hello_mysql"

  Client           Requests per second               CPU
-----------  -------------------------------  ----------------  -------
Concurrency     min        ave        max      user     kernel   MB RAM
-----------  ---------  ---------  ---------  -------  -------  -------
       920,      6021,      6021,      6021,     145,      14,   27.12
       930,      6610,      6610,      6610,     147,      12,   27.12
       940,      6466,      6466,      6466,     141,      18,   27.12
       950,      6566,      6566,      6566,     152,      10,   27.38
       960,      3275,      3275,      3275,     145,      16,   27.64
       970,      3056,      3056,      3056,     149,      13,   27.64
       980,      5785,      5785,      5785,     150,      14,   27.68
       990,      4123,      4123,      4123,     151,      11,   26.77
      1000,       155,       155,       155,     144,      15,   26.77
-------------------------------------------------------------------------------
min:599716   avg:599716   max:599716 Time:243 second(s) [00:04:03]
-------------------------------------------------------------------------------
CPU jiffies:   user:15303   kernel:1364   total:16667 
