===============================================================================
G-WAN ab.c ApacheBench wrapper, http://gwan.ch/source/ab.c.txt
-------------------------------------------------------------------------------
Machine: 1 x 2-Core CPU(s) Intel(R) Core(TM) i7-3517U CPU @ 1.90GHz
RAM: 0.16/3.75 (Free/Total, in GB)
Linux x86_64 v#1 SMP PREEMPT Sun Aug 26 09:14:51 CEST 2012 3.5.3-1-ARCH
Arch Linux \r (\l)

> Collecting CPU/RAM stats for server 'python3': 1 process(es)
pid[0]:17675 RAM: 13.89 MB
 
weighttp -n 1000000 -c [0-1000 step:10 rounds:1] -t 2 -k "http://127.0.0.1:8000/hello_mongo"

  Client           Requests per second               CPU
-----------  -------------------------------  ----------------  -------
Concurrency     min        ave        max      user     kernel   MB RAM
-----------  ---------  ---------  ---------  -------  -------  -------
       920,      5176,      5176,      5176,     187,      13,   26.74
       930,      5148,      5148,      5148,     188,      15,   27.00
       940,      5198,      5198,      5198,     191,      13,   27.51
       950,      5220,      5220,      5220,     192,      10,   27.51
       960,      5172,      5172,      5172,     187,      14,   27.51
       970,      5264,      5264,      5264,     192,      14,   27.77
       980,      3281,      3281,      3281,     191,      11,   27.77
       990,      5140,      5140,      5140,     186,      14,   28.29
      1000,      5104,      5104,      5104,     187,      17,   28.54
-------------------------------------------------------------------------------
min:512252   avg:512252   max:512252 Time:211 second(s) [00:03:31]
-------------------------------------------------------------------------------
CPU jiffies:   user:20221   kernel:1479   total:21700 
